Time_Hr,Van_Concentration_uM,OC6_Concentration_nM,Genotype,OD600,GFP_Fluorescence
21.00861778,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_D,0.6093,593660
21.25861889,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_D,0.608,583291
21.50862222,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_D,0.6071,571229
21.75862389,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_D,0.607,563486
22.00862556,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_D,0.6098,555787
22.25862806,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_D,0.6082,542505
22.50862944,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_D,0.6095,536017
22.75863361,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_D,0.61,526417
23.00863722,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_D,0.609,520258
23.25863806,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_D,0.6091,509509
23.50864278,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_D,0.612,500977
23.75864583,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_D,0.611,491944
0,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_U,0.1179,38283
0.250293333,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_U,0.1163,31969
0.500295,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_U,0.1174,34285
0.752331944,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_U,0.1192,41739
1.002336944,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_U,0.1214,57985
1.252339444,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_U,0.1241,85842
1.502343333,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_U,0.1282,123892
1.7545475,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_U,0.1326,174803
2.004551389,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_U,0.139,241679
2.254553889,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_U,0.1467,328580
2.504558611,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_U,0.156,435864
2.756486667,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_U,0.1663,566799
3.006489167,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_U,0.1772,705716
3.256492778,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_U,0.1922,877052
3.506494444,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_U,0.2097,1099291
3.756496944,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_U,0.23,1340615
4.006501667,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_U,0.2526,1656025
4.256505833,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_U,0.2787,2068825
4.5065075,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_U,0.3121,2548457
4.758459722,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_U,0.3513,3005370
5.008460833,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_U,0.3894,3697018
5.258463611,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_U,0.4361,4481531
5.508466389,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_U,0.4877,5323717
5.758467778,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_U,0.541,5760964
6.008470833,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_U,0.571,5658092
6.258472778,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_U,0.6059,5474485
6.508475833,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_U,0.6333,5071661
6.758476944,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_U,0.6465,4729170
7.008477778,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_U,0.6522,4256044
7.258481667,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_U,0.6617,3808632
7.508485,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_U,0.6675,3344679
7.758488333,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_U,0.6712,2882473
8.008490556,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_U,0.6648,2584443
8.258492778,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_U,0.6595,2339376
8.508496111,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_U,0.6528,2147056
8.758498056,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_U,0.6473,2002689
9.008500278,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_U,0.6447,1890604
9.258503333,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_U,0.6359,1820527
9.508505278,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_U,0.6304,1747045
9.758506111,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_U,0.6244,1680753
10.0085075,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_U,0.6204,1649673
10.25851222,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_U,0.6182,1598854
10.50851556,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_U,0.6096,1580708
10.75851778,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_U,0.61,1573781
11.00852167,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_U,0.6033,1523879
11.25852667,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_U,0.5982,1482592
11.50852861,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_U,0.5972,1468168
11.75853222,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_U,0.5921,1447951
12.00853556,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_U,0.5899,1441210
12.2585375,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_U,0.5831,1418432
12.50853972,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_U,0.5847,1418084
12.75854361,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_U,0.5785,1413464
13.00854639,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_U,0.5755,1392602
13.25854972,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_U,0.5725,1392269
13.50855194,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_U,0.5639,1372671
13.75855389,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_U,0.568,1357271
14.00855722,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_U,0.5661,1342695
14.25856056,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_U,0.5605,1344419
14.50856278,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_U,0.5598,1351046
14.75856333,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_U,0.556,1325584
15.00856444,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_U,0.5538,1310140
15.25856583,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_U,0.552,1357345
15.50856694,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_U,0.5505,1351061
15.75856778,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_U,0.5466,1317791
16.00856972,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_U,0.544,1308926
16.25857194,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_U,0.5417,1287904
16.50857583,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_U,0.5395,1256456
16.75857778,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_U,0.5403,1259762
17.00857944,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_U,0.5369,1236936
17.25858083,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_U,0.5382,1194236
17.50858306,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_U,0.5353,1169137
17.75858444,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_U,0.5328,1103236
18.00858833,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_U,0.5292,1056113
18.25858944,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_U,0.5276,1017494
18.5085925,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_U,0.5238,979333
18.75859528,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_U,0.5221,936058
19.00859861,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_U,0.519,910259
19.25860139,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_U,0.5175,890934
19.50860417,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_U,0.5165,857800
19.758605,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_U,0.5137,833165
20.00860667,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_U,0.5145,813605
20.25860917,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_U,0.5122,792220
20.50861361,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_U,0.5097,768845
20.75861639,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_U,0.5078,746684
21.00861778,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_U,0.507,731333
21.25861889,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_U,0.5057,717257
21.50862222,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_U,0.5038,697592
21.75862389,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_U,0.5023,685594
22.00862556,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_U,0.5004,670514
22.25862806,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_U,0.4992,653069
22.50862944,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_U,0.4987,639982
22.75863361,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_U,0.4977,624823
23.00863722,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_U,0.4928,616095
23.25863806,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_U,0.4919,601173
23.50864278,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_U,0.4925,590363
23.75864583,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_U,0.4894,581732
0,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_RD,0.1247,37433
0.250293333,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_RD,0.1226,32036
0.500295,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_RD,0.1235,34685
0.752331944,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_RD,0.1257,41845
1.002336944,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_RD,0.129,57752
1.252339444,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_RD,0.1333,86737
1.502343333,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_RD,0.1386,129710
1.7545475,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_RD,0.1459,184497
2.004551389,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_RD,0.1548,265532
2.254553889,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_RD,0.1649,360630
2.504558611,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_RD,0.1751,462642
2.756486667,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_RD,0.1911,588359
3.006489167,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_RD,0.2076,723998
3.256492778,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_RD,0.2291,907213
3.506494444,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_RD,0.2541,1143318
3.756496944,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_RD,0.2811,1406046
4.006501667,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_RD,0.3139,1766317
4.256505833,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_RD,0.353,2209955
4.5065075,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_RD,0.3996,2709400
4.758459722,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_RD,0.4538,3172738
5.008460833,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_RD,0.5018,3838837
5.258463611,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_RD,0.559,4296916
5.508466389,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_RD,0.6028,4454695
5.758467778,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_RD,0.643,4310819
6.008470833,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_RD,0.6561,4110232
6.258472778,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_RD,0.6749,3874477
6.508475833,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_RD,0.6671,3607429
6.758476944,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_RD,0.6666,3282403
7.008477778,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_RD,0.6664,2956584
7.258481667,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_RD,0.6697,2634989
7.508485,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_RD,0.6705,2315858
7.758488333,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_RD,0.6666,2034533
8.008490556,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_RD,0.6656,1870139
8.258492778,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_RD,0.6652,1714429
8.508496111,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_RD,0.6616,1616426
8.758498056,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_RD,0.6605,1564021
9.008500278,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_RD,0.6582,1521500
9.258503333,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_RD,0.6547,1480144
9.508505278,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_RD,0.653,1441006
9.758506111,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_RD,0.6521,1438322
10.0085075,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_RD,0.6491,1419147
10.25851222,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_RD,0.6471,1406638
10.50851556,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_RD,0.6464,1411288
10.75851778,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_RD,0.6458,1388174
11.00852167,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_RD,0.6426,1400950
11.25852667,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_RD,0.6413,1375463
11.50852861,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_RD,0.6409,1359916
11.75853222,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_RD,0.6393,1351879
12.00853556,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_RD,0.6378,1360551
12.2585375,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_RD,0.6367,1348795
12.50853972,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_RD,0.6371,1345772
12.75854361,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_RD,0.6351,1346182
13.00854639,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_RD,0.6332,1334046
13.25854972,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_RD,0.6319,1335742
13.50855194,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_RD,0.63,1339150
13.75855389,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_RD,0.6298,1330609
14.00855722,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_RD,0.6294,1279710
14.25856056,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_RD,0.6304,1222683
14.50856278,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_RD,0.6284,1170714
14.75856333,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_RD,0.6266,1126972
15.00856444,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_RD,0.6272,1099106
15.25856583,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_RD,0.6261,1130198
15.50856694,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_RD,0.6259,1091061
15.75856778,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_RD,0.625,1039777
16.00856972,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_RD,0.6231,1004917
16.25857194,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_RD,0.6245,973669
16.50857583,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_RD,0.6219,933821
16.75857778,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_RD,0.6247,915029
17.00857944,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_RD,0.6233,894067
17.25858083,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_RD,0.6248,879358
17.50858306,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_RD,0.6233,858011
17.75858444,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_RD,0.6246,813176
18.00858833,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_RD,0.623,802308
18.25858944,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_RD,0.6225,781866
18.5085925,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_RD,0.6244,774039
18.75859528,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_RD,0.6233,754019
19.00859861,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_RD,0.6259,744507
19.25860139,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_RD,0.6255,731288
19.50860417,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_RD,0.6251,718109
19.758605,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_RD,0.6252,708260
20.00860667,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_RD,0.6272,696795
20.25860917,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_RD,0.6269,678392
20.50861361,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_RD,0.6256,671168
20.75861639,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_RD,0.6265,655503
21.00861778,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_RD,0.6283,646317
21.25861889,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_RD,0.6283,635406
21.50862222,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_RD,0.6282,618673
21.75862389,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_RD,0.6278,612605
22.00862556,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_RD,0.6305,604028
22.25862806,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_RD,0.6291,591974
22.50862944,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_RD,0.63,580227
22.75863361,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_RD,0.6311,573868
23.00863722,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_RD,0.6313,561455
23.25863806,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_RD,0.6314,551141
23.50864278,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_RD,0.6324,539998
23.75864583,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_RD,0.6322,531268
0,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_U,0.1195,39615
0.250293333,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_U,0.1182,33435
0.500295,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_U,0.1192,36193
0.752331944,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_U,0.1212,46130
1.002336944,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_U,0.1257,68113
1.252339444,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_U,0.1298,101239
1.502343333,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_U,0.1352,149706
1.7545475,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_U,0.1416,215555
2.004551389,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_U,0.1501,303861
2.254553889,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_U,0.1608,416715
2.504558611,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_U,0.1718,544848
2.756486667,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_U,0.1847,692344
3.006489167,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_U,0.2005,867396
3.256492778,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_U,0.2228,1114101
3.506494444,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_U,0.2462,1344555
3.756496944,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_U,0.2699,1665973
4.006501667,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_U,0.3032,2064500
4.256505833,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_U,0.3397,2572717
4.5065075,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_U,0.379,3162378
4.758459722,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_U,0.4224,3730042
5.008460833,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_U,0.4745,4518862
5.258463611,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_U,0.5243,5057079
5.508466389,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_U,0.5731,5230926
5.758467778,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_U,0.6058,5045427
6.008470833,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_U,0.6348,4788403
6.258472778,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_U,0.6591,4463615
6.508475833,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_U,0.6779,4063585
6.758476944,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_U,0.6863,3658821
7.008477778,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_U,0.6875,3268568
7.258481667,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_U,0.6892,2827068
7.508485,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_U,0.6878,2488723
7.758488333,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_U,0.6834,2200844
8.008490556,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_U,0.677,2022341
8.258492778,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_U,0.6744,1869299
8.508496111,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_U,0.6674,1737734
8.758498056,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_U,0.662,1650939
9.008500278,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_U,0.6559,1591381
9.258503333,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_U,0.649,1543710
9.508505278,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_U,0.6452,1514571
9.758506111,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_U,0.6403,1450814
10.0085075,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_U,0.6366,1426977
10.25851222,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_U,0.633,1415414
10.50851556,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_U,0.6323,1393994
10.75851778,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_U,0.6269,1362165
11.00852167,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_U,0.6217,1349563
11.25852667,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_U,0.6161,1321080
11.50852861,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_U,0.6157,1308510
11.75853222,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_U,0.6135,1295397
12.00853556,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_U,0.6087,1292095
12.2585375,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_U,0.6049,1273583
12.50853972,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_U,0.6045,1278097
12.75854361,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_U,0.6017,1263124
13.00854639,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_U,0.6027,1241312
13.25854972,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_U,0.5993,1235539
13.50855194,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_U,0.5951,1221697
13.75855389,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_U,0.5943,1226318
14.00855722,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_U,0.5914,1217596
14.25856056,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_U,0.5928,1204266
14.50856278,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_U,0.5885,1211568
14.75856333,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_U,0.5875,1196774
15.00856444,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_U,0.5867,1184219
15.25856583,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_U,0.5832,1224086
15.50856694,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_U,0.5814,1218112
15.75856778,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_U,0.579,1196461
16.00856972,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_U,0.5768,1185579
16.25857194,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_U,0.5747,1171932
16.50857583,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_U,0.5753,1150808
16.75857778,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_U,0.5737,1155492
17.00857944,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_U,0.5727,1124415
17.25858083,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_U,0.5728,1081972
